,Word,Likelihood
1373,DETER,4.4714336688398635e-06
1374,LUSTS,4.4710551815879885e-06
1375,HANGS,4.470104254401046e-06
1376,CLIPS,4.464791968960995e-06
1377,PROMS,4.4637065557364565e-06
1378,LENDS,4.455473396232706e-06
1379,PRIGS,4.455072693926522e-06
1380,DEEPS,4.451344234752157e-06
1381,FAIRE,4.447133091847474e-06
1382,WRENS,4.4403558840232235e-06
1383,RAZES,4.435675133136317e-06
1384,VEALS,4.427503882292716e-06
1385,GILDS,4.426370520040002e-06
1386,CAGER,4.425219953842668e-06
1387,DOVEY,4.423090706117213e-06
1388,TIMED,4.422486639037969e-06
1389,BLESS,4.42231990573639e-06
1390,RUSTS,4.421560105777052e-06
1391,SWATS,4.420045713128855e-06
1392,SUMPS,4.413899685826423e-06
1393,BERRY,4.411094160042143e-06
1394,GROSS,4.41049982314479e-06
1395,RENDS,4.406150812510573e-06
1396,BLOCS,4.405459185320317e-06
1397,CRANE,4.4047256307134274e-06
1398,LAMED,4.4046951868291365e-06
1399,BEAKY,4.404054383284181e-06
1400,FADED,4.401973310886076e-06
1401,CRUET,4.386361505649125e-06
1402,POISE,4.383764038011372e-06
1403,BLIPS,4.383613933161704e-06
1404,POCKS,4.381976622843665e-06
1405,MITER,4.368917022413086e-06
1406,PULPS,4.368744403413068e-06
1407,STETS,4.368543905105254e-06
1408,CORDY,4.360984060115739e-06
1409,MANLY,4.3575188692404624e-06
1410,TACKS,4.357477649329077e-06
1411,CASUS,4.355603165733358e-06
1412,DIEMS,4.35375601389751e-06
1413,GLASS,4.35246693073499e-06
1414,THENS,4.351863103632179e-06
1415,FILMS,4.350829225774745e-06
1416,SLABS,4.3508279950261665e-06
1417,SEEDY,4.345030653755664e-06
1418,NOELS,4.341342337587678e-06
1419,GELDS,4.340868563486481e-06
1420,SOOTH,4.3286528136098895e-06
1421,BIDED,4.327490743605106e-06
1422,BILLY,4.326002276875015e-06
1423,CEDED,4.322489516065857e-06
1424,RULER,4.320084219029247e-06
1425,FOLLY,4.310557370281417e-06
1426,DALLY,4.303593770776789e-06
1427,FLEAS,4.293980855294299e-06
1428,HOARY,4.29038918294752e-06
1429,GLENS,4.289678987681715e-06
1430,MARRY,4.2876355061520755e-06
1431,METER,4.284524865962313e-06
1432,CURLY,4.2799998144853355e-06
1433,SPARS,4.276360961441263e-06
1434,SLUMS,4.274482386498368e-06
1435,DEEMS,4.269656714966355e-06
1436,REEDS,4.266443591626091e-06
1437,PORKY,4.264507744690743e-06
1438,CASTE,4.264356377088202e-06
1439,MACED,4.264168620283113e-06
1440,WINKS,4.2606937549998645e-06
1441,SOUPY,4.251289642396422e-06
1442,CEASE,4.24466844765028e-06
1443,BELLY,4.242439082819479e-06
1444,SOYAS,4.2374621515227406e-06
1445,GUESS,4.236521048585659e-06
1446,PENNY,4.236095517238133e-06
1447,FACER,4.2336244267371184e-06
1448,FUNDS,4.230084134860048e-06
1449,TOPOS,4.227021880783021e-06
1450,BOULE,4.226666569178775e-06
1451,GREED,4.223542677635829e-06
1452,GAMER,4.2190811106690614e-06
1453,DOLLY,4.215670887287801e-06
1454,CHOOS,4.2141394079919225e-06
1455,DINGS,4.209323033962757e-06
1456,DRAGS,4.208560281990525e-06
1457,TINNY,4.207628742526593e-06
1458,BLURS,4.205644478075859e-06
1459,BURLY,4.202181636040148e-06
1460,HORNY,4.1943100863419245e-06
1461,CLOPS,4.187905645304499e-06
1462,BASTE,4.186822624777508e-06
1463,PASTY,4.181121613578192e-06
1464,TRUER,4.17524016651359e-06
1465,WRIER,4.173821078699534e-06
1466,PAGED,4.172558052828095e-06
1467,GROKS,4.170239132389822e-06
1468,SOCLE,4.164149314280261e-06
1469,LOAFS,4.162778670064887e-06
1470,SAUCE,4.160483558075945e-06
1471,CLUED,4.1458811599446776e-06
1472,CAVED,4.140362148815891e-06
1473,GUNKS,4.136908056244687e-06
1474,JADES,4.135846920204744e-06
1475,CANOE,4.132181947993926e-06
1476,DIARY,4.1243533344591895e-06
1477,BRINY,4.122388694055385e-06
1478,PARSE,4.1196056888493e-06
1479,TIMER,4.1146569425852105e-06
1480,BIPED,4.108685031849792e-06
1481,SHINY,4.10589846962538e-06
1482,CIDER,4.1008339069438265e-06
1483,LIMNS,4.1007021314619715e-06
1484,LAMER,4.098103874520844e-06
1485,FADER,4.0955714563000386e-06
1486,PLODS,4.086315911886398e-06
1487,POKEY,4.083286947742871e-06
1488,MOIRE,4.082297956003816e-06
1489,PYRES,4.078804744726688e-06
1490,SHALE,4.073003274130316e-06
1491,TASTY,4.072802400791193e-06
1492,NEARS,4.070833027881552e-06
1493,BLUED,4.0705015024911385e-06
1494,PUMAS,4.070191322930508e-06
1495,PAINT,4.06678729002331e-06
1496,GLUEY,4.0561382672977e-06
1497,NEONS,4.0550749645478175e-06
1498,WEEKS,4.045906489635286e-06
1499,DEARY,4.044685290851509e-06
1500,FERNY,4.043107720705294e-06
1501,MOLLY,4.0394531331567995e-06
1502,STOAS,4.0390919016451665e-06
1503,GRAMS,4.032947309101267e-06
1504,DRESS,4.032637086882149e-06
1505,DAISY,4.029855791062361e-06
1506,BIDER,4.026273290453939e-06
1507,CEDER,4.021620176200484e-06
1508,SNAPS,4.019754888333939e-06
1509,POMPS,4.014655805559311e-06
1510,HINDS,4.0067624363403895e-06
1511,BAWLS,4.005215734312393e-06
1512,DOPED,4.003896152897182e-06
1513,CARPY,4.002659515593797e-06
1514,SLUGS,4.001643085232514e-06
1515,DRIPS,3.997341779483412e-06
1516,COWLS,3.996044093343737e-06
1517,TEENY,3.995516555346711e-06
1518,VEINS,3.993445095707162e-06
1519,TAMPS,3.992210467595194e-06
1520,FEUDS,3.991279713982776e-06
1521,OARED,3.989492453686236e-06
1522,GRIDS,3.988554395166023e-06
1523,POINT,3.983702388399178e-06
1524,BALKY,3.9798622180422345e-06
1525,PANSY,3.9742078410075606e-06
1526,TYRES,3.973136228023924e-06
1527,LITER,3.973075547228008e-06
1528,WHITS,3.971930500207379e-06
1529,FLOSS,3.968701029315346e-06
1530,MACER,3.967358739520947e-06
1531,TAINT,3.96143010634395e-06
1532,PATEN,3.9588075201179945e-06
1533,HAZES,3.9556953612670895e-06
1534,BEADY,3.950962368543011e-06
1535,ACRES,3.945824980629979e-06
1536,SINCE,3.9438051055683655e-06
1537,CHAPS,3.940702881519164e-06
1538,BELAY,3.940237942673434e-06
1539,SORTA,3.938399571611529e-06
1540,CRONY,3.938342916873183e-06
1541,STIRS,3.937767501567328e-06
1542,PEAKY,3.9351041480270695e-06
1543,SEMEN,3.933370804097276e-06
1544,BOWLS,3.9233887461920326e-06
1545,GLUTS,3.9165064202081445e-06
1546,SEWED,3.915848776096842e-06
1547,FATTY,3.889009155868735e-06
1548,PAGER,3.882124777689249e-06
1549,LACED,3.877817772136656e-06
1550,BUSKS,3.874567545360878e-06
1551,TANSY,3.871249088649852e-06
1552,MISER,3.8696122198515906e-06
1553,SCANS,3.86398450332683e-06
1554,WOOLY,3.855269945254611e-06
1555,TRUSS,3.843885357876893e-06
1556,CANDY,3.8427251074519185e-06
1557,TERRY,3.839285657814458e-06
1558,NUDES,3.838680013786144e-06
1559,MOPED,3.836530718853248e-06
1560,BUNNY,3.835831381224016e-06
1561,RACED,3.834889900120383e-06
1562,SULKY,3.829844711495959e-06
1563,FAERY,3.824068047401447e-06
1564,BITTY,3.823206079463895e-06
1565,WINDS,3.822350776090413e-06
1566,LORRY,3.819498236971677e-06
1567,PREPS,3.817148040651543e-06
1568,SWANS,3.816862741091137e-06
1569,CRUDS,3.8155629970149805e-06
1570,STIED,3.8112324080526963e-06
1571,DUCTS,3.806863196512187e-06
1572,HOMED,3.805221117855498e-06
1573,HEEDS,3.804776188054611e-06
1574,TARDY,3.804383060925236e-06
1575,FACET,3.8007600838537718e-06
1576,BELLE,3.7958665477858503e-06
1577,BLUER,3.78717193155208e-06
1578,PAWNS,3.78463421835115e-06
1579,FLAPS,3.783392031837587e-06
1580,GOLLY,3.781904107888413e-06
1581,VEILS,3.776185129360399e-06
1582,COVER,3.773469642856278e-06
1583,BANDY,3.7728573782255197e-06
1584,POESY,3.7695773071955975e-06
1585,BARMY,3.7694804640360137e-06
1586,TIDED,3.7665197212859263e-06
1587,BOOMY,3.7624321542153146e-06
1588,PALSY,3.7609576641730084e-06
1589,CLOGS,3.760568334559142e-06
1590,DADOS,3.7592820350734343e-06
1591,LUAUS,3.7577416763057743e-06
1592,SNEER,3.7568407967474553e-06
1593,SERGE,3.7553242541645336e-06
1594,LADED,3.751367192610461e-06
1595,DROPS,3.749444614864285e-06
1596,WENDS,3.7485163628821294e-06
1597,CARAT,3.747771729960618e-06
1598,PASTE,3.741003548991014e-06
1599,GOUTY,3.736265962708486e-06
1600,JUTES,3.7356036698623494e-06
1601,HAIRY,3.7355588919865667e-06
1602,MUTED,3.725914516741065e-06
1603,DOTTY,3.7256981235202737e-06
1604,DOPER,3.7252026851781203e-06
1605,PEASE,3.7237318654386545e-06
1606,TRITE,3.7176506409719395e-06
1607,RALLY,3.708563120798005e-06
1608,SKIES,3.7078735131098806e-06
1609,EASTS,3.7065694413471465e-06
1610,TELLY,3.692493275787325e-06
1611,GLADS,3.691975840078708e-06
1612,JOINS,3.6916330163999637e-06
1613,BRINE,3.6884530420495553e-06
1614,BEERY,3.686746066393118e-06
1615,CHEER,3.6829592262247316e-06
1616,DODOS,3.682479498873009e-06
1617,VENTS,3.6745324872989293e-06
1618,PLOPS,3.6739354070171286e-06
1619,SHINE,3.6736986307174454e-06
1620,LOLLY,3.6734624130385662e-06
1621,PIPED,3.671186162717638e-06
1622,FRIGS,3.670241234892834e-06
1623,LINGS,3.667931003871084e-06
1624,GAPED,3.6668335026074018e-06
1625,POSTE,3.6645744442266813e-06
1626,MUXES,3.6489756786923514e-06
1627,TASTE,3.6440863586026456e-06
1628,SEWER,3.6432838960901014e-06
1629,BEARD,3.6413608474928033e-06
1630,CURRY,3.635068335590285e-06
1631,PAVED,3.632226794188486e-06
1632,WEEDS,3.629660966010257e-06
1633,FLAMS,3.6289678672727877e-06
1634,RINGS,3.627326601614209e-06
1635,TEASE,3.627262127992057e-06
1636,NOUNS,3.6196977229403275e-06
1637,WILDS,3.6172490271294647e-06
1638,HEXES,3.617056428354646e-06
1639,BIDET,3.61460943781401e-06
1640,VIOLS,3.611769833676361e-06
1641,TOWNS,3.6112693370581358e-06
1642,SNAGS,3.6095758180957824e-06
1643,LACER,3.6079000617791165e-06
1644,SLAKE,3.602146554323612e-06
1645,GRIPS,3.5860397314336714e-06
1646,PAWLS,3.5787344292698698e-06
1647,BALDY,3.570411372564638e-06
1648,MOPER,3.569486817308938e-06
1649,BURRY,3.5689761840340982e-06
1650,RACER,3.567960208696691e-06
1651,JAILS,3.563597559525681e-06
1652,SAYER,3.5621718241919913e-06
1653,FINNY,3.558579627987917e-06
1654,BECKS,3.552974226083009e-06
1655,WELDS,3.547376460483576e-06
1656,COAST,3.54489804963429e-06
1657,HUNKS,3.5438029585751983e-06
1658,HOMER,3.540356538886438e-06
1659,GNATS,3.532780551561553e-06
1660,PLATE,3.5327374825279348e-06
1661,DOCKS,3.530556294570932e-06
1662,SPIED,3.530075918934055e-06
1663,MINUS,3.529199296160093e-06
1664,GREET,3.5277850671668173e-06
1665,CRONE,3.5237805045707423e-06
1666,NOOKS,3.5236462165443707e-06
1667,RAPED,3.5222630060888305e-06
1668,FUSED,3.521578648708861e-06
1669,DISKS,3.5153913985411805e-06
1670,GASPS,3.5150797449079543e-06
1671,FORKY,3.5132473129835655e-06
1672,LINTY,3.5118752272588743e-06
1673,DARKY,3.5075717482835113e-06
1674,MIMED,3.5050559000886033e-06
1675,FENNY,3.4898403483982544e-06
1676,LOPED,3.488925586608155e-06
1677,MICAS,3.4864956493076015e-06
1678,GLOSS,3.4819735445879925e-06
1679,AIMED,3.4815320349873376e-06
1680,SLOBS,3.480662396020933e-06
1681,BOAST,3.4804453578227577e-06
1682,RISER,3.4800539426853233e-06
1683,SARAN,3.477383249341995e-06
1684,VANED,3.475446739868185e-06
1685,MUTER,3.4665701188240536e-06
1686,TALKY,3.463954152740463e-06
1687,POOHS,3.4626945347627563e-06
1688,SLANT,3.4620070213978565e-06
1689,FOAMY,3.4619601418995085e-06
1690,MENUS,3.4610275415537315e-06
1691,SHARE,3.4592630547408164e-06
1692,FLICS,3.4573145603805103e-06
1693,ROPED,3.4503027941364778e-06
1694,DESKS,3.4474863640968486e-06
1695,SHONE,3.4458723590450453e-06
1696,FROGS,3.4426293753645962e-06
1697,NOSEY,3.4396462072178294e-06
1698,HARRY,3.4387412280884093e-06
1699,WRAPS,3.4359862226248274e-06
1700,DORKY,3.4359116803078266e-06
1701,BULLY,3.4325188942812152e-06
1702,GOOFS,3.4285321002158035e-06
1703,SNIPS,3.4284190452567154e-06
1704,PUNNY,3.4273863730381254e-06
1705,GIRLY,3.4203384625743447e-06
1706,PIPER,3.415651162992513e-06
1707,GAPER,3.411601472263499e-06
1708,BEAMY,3.4072519508536054e-06
1709,ACNES,3.4058699832806135e-06
1710,DIMER,3.4033465668723417e-06
1711,GARBS,3.4006053531167e-06
1712,FLAGS,3.3973316204255883e-06
1713,CHESS,3.3906727466564243e-06
1714,LUTED,3.3883316578417066e-06
1715,COVET,3.387653544708878e-06
1716,MOCKS,3.3829767710036585e-06
1717,PAVER,3.3794035834561088e-06
1718,RASPS,3.376492371452802e-06
1719,TUSKS,3.3723087894807644e-06
1720,LAPIS,3.3713012545480654e-06
1721,CHIPS,3.3609961766345266e-06
1722,HULKS,3.3536476778711632e-06
1723,CAWED,3.3533511618508867e-06
1724,CAMEL,3.3517633257024657e-06
1725,FAINT,3.3503584410036597e-06
1726,PETTY,3.350118254375867e-06
1727,CRABS,3.3492561729667357e-06
1728,HELPS,3.3432581465252822e-06
1729,DUNGS,3.339938336012054e-06
1730,TUNNY,3.3385939799542364e-06
1731,WANLY,3.333940611365186e-06
1732,YULES,3.332801786869364e-06
1733,TITTY,3.3276052913852424e-06
1734,LILTY,3.323433141893764e-06
1735,HOMOS,3.3227994770079425e-06
1736,GOOSY,3.3217306042368587e-06
1737,LUXES,3.318363788341031e-06
1738,LOCOS,3.317012134322117e-06
1739,SINGE,3.305284278952535e-06
1740,DAMPS,3.302067700590706e-06
1741,MUSED,3.3000957148278005e-06
1742,ROOFS,3.293356999490449e-06
1743,PUPAS,3.2912073376806496e-06
1744,COWED,3.2848418370388796e-06
1745,SPIER,3.284362977940965e-06
1746,RATTY,3.277529728845349e-06
1747,RAPER,3.2770938873355478e-06
1748,DEBTS,3.2731212632444793e-06
1749,ARITY,3.270974218527251e-06
1750,WEEPS,3.2633649052202307e-06
1751,SISSY,3.262885073417778e-06
1752,MIMER,3.2610844917297678e-06
1753,MATTE,3.260794502421551e-06
1754,FERRY,3.247055423364356e-06
1755,LOPER,3.24607693788833e-06
1756,FARAD,3.242816273768576e-06
1757,GENUS,3.2403580003137283e-06
1758,HOLLY,3.239695633639178e-06
1759,AIMER,3.2391980186309104e-06
1760,BOUND,3.2378202391987846e-06
1761,PICKS,3.237179217534343e-06
1762,GRATE,3.2343767521382695e-06
1763,AUTOS,3.2317113895538452e-06
1764,FLIPS,3.22682692302181e-06
1765,BOWED,3.225117440001809e-06
1766,DICED,3.2204058769254397e-06
1767,JOLTS,3.214554282806885e-06
1768,VIBES,3.2135878497485856e-06
1769,WORRY,3.2134523912529236e-06
1770,ROUTE,3.211172934559491e-06
1771,ROPER,3.2101425068415956e-06
1772,HELMS,3.206798630340577e-06
1773,SIEGE,3.2004825823028204e-06
1774,MUNGS,3.2003267656964374e-06
1775,LIMED,3.1874837212215153e-06
1776,FILLY,3.184418342699664e-06
1777,CUSPS,3.183039029034466e-06
1778,WISED,3.182137388243955e-06
1779,FATLY,3.175589131749638e-06
1780,PECKS,3.17464826682417e-06
1781,MOOSE,3.17447410697301e-06
1782,FLEET,3.1744076156170002e-06
1783,NARDS,3.167053043103942e-06
1784,GULPS,3.157719400394419e-06
1785,BARGE,3.1574147671880607e-06
1786,WADED,3.156131807805111e-06
1787,BEEFS,3.15470291589496e-06
1788,TICKS,3.153314470966096e-06
1789,CHOPS,3.152562305215331e-06
1790,RIMED,3.1521979235696164e-06
1791,SUEDE,3.145469559393455e-06
1792,GOOKY,3.1407802989476913e-06
1793,LACKS,3.1406288376813295e-06
1794,JEANS,3.1358100891100704e-06
1795,BRAND,3.1326381765996738e-06
1796,DEMOS,3.1325079371634015e-06
1797,BETEL,3.128795276099477e-06
1798,GINNY,3.122150050970531e-06
1799,CREEL,3.121759625346343e-06
1800,COULD,3.1183669785989064e-06
1801,FAWNS,3.117911091802243e-06
1802,DILLY,3.1143210835836336e-06
1803,VOIDS,3.113087647657603e-06
1804,RAISE,3.1071286146691684e-06
1805,RACKS,3.1058617287771085e-06
1806,SCARS,3.1031999897184386e-06
1807,CAUSE,3.0943664874192835e-06
1808,PRONE,3.091316533555242e-06
1809,PERKY,3.0895445790295177e-06
1810,PORGY,3.088696967348028e-06
1811,WINGS,3.0859345715225356e-06
1812,CAKED,3.0796082098630594e-06
1813,CURBS,3.0793780929136308e-06
1814,BALMY,3.0790703579915226e-06
1815,HOPED,3.0769491335769336e-06
1816,LOCKS,3.0764654528254744e-06
1817,SLAWS,3.076343026786178e-06
1818,MUSER,3.070390676672733e-06
1819,KERNS,3.0690680652503745e-06
1820,ZONES,3.067977147101489e-06
1821,SHEEN,3.06785243366981e-06
1822,POUFS,3.067540443169769e-06
1823,PIPET,3.0664199967015077e-06
1824,RESET,3.0638886319936886e-06
1825,COWER,3.056198553718308e-06
1826,WHETS,3.0559232724463753e-06
1827,NARCS,3.0508309130817792e-06
1828,LOOKY,3.0507220824904098e-06
1829,PLANE,3.0506413160084627e-06
1830,WAIFS,3.0493535131238703e-06
1831,DAWNS,3.0492778287751493e-06
1832,RENTE,3.0473951529295763e-06
1833,MERRY,3.0428381011401826e-06
1834,PEACE,3.0427381001638812e-06
1835,ROCKS,3.0424086396945653e-06
1836,SURGE,3.0383987147331225e-06
1837,DISCS,3.037992566640526e-06
1838,GURUS,3.0373865734648087e-06
1839,ORALS,3.030938437519484e-06
1840,SHAKY,3.0306295111457967e-06
1841,RISKS,3.029340497778252e-06
1842,TOAST,3.0292765151420296e-06
1843,LATUS,3.028804694060184e-06
1844,FLOPS,3.0267136254700698e-06
1845,BAKED,3.0236153333200948e-06
1846,ELANS,3.0225616550077144e-06
1847,FUZES,3.0221106792976424e-06
1848,GROGS,3.0204201123481835e-06
1849,ROOKY,3.0169502513189292e-06
1850,COKED,3.0166914829948894e-06
1851,LEAFS,3.015844041978952e-06
1852,HASPS,3.011125659616491e-06
1853,MOODY,3.0095380524335565e-06
1854,MEMOS,3.001567090915414e-06
1855,BOWER,3.0006313072870657e-06
1856,DICER,2.996247695236894e-06
1857,WADIS,2.9874209068883315e-06
1858,DOWNS,2.986980754853937e-06
1859,CURIE,2.9796451484261284e-06
1860,MOTEL,2.9790933079578206e-06
1861,SIDLE,2.975946779428301e-06
1862,STUNS,2.974201012780454e-06
1863,GOOSE,2.9720747511592946e-06
1864,FUMED,2.96778200637158e-06
1865,LOTUS,2.96692588848261e-06
1866,PIMPS,2.9658214677732336e-06
1867,WEARY,2.9652355186949968e-06
1868,AIDED,2.9651325465442397e-06
1869,WISER,2.960642906463633e-06
1870,KILTS,2.9603017599498072e-06
1871,BUILD,2.9586019378829747e-06
1872,SABLE,2.957215758912341e-06
1873,BELIE,2.9534961632087165e-06
1874,SHIRE,2.950379729332663e-06
1875,LOAMY,2.950286787593606e-06
1876,LINEN,2.9451289436746266e-06
1877,PAWED,2.9418035192600964e-06
1878,HOOFS,2.9369862793963334e-06
1879,WADER,2.9364474592339897e-06
1880,RIMER,2.9327873952469053e-06
1881,STEED,2.932285399218838e-06
1882,POLAR,2.9303748298952685e-06
1883,SITAR,2.930201119059141e-06
1884,HAUTE,2.9234210731381705e-06
1885,GORSE,2.9168088983484813e-06
1886,LUNGS,2.910364273502465e-06
1887,RAGED,2.8970092180257245e-06
1888,POUND,2.8930523433581733e-06
1889,TESTY,2.8903758973356847e-06
1890,FOWLS,2.8880500492802462e-06
1891,LOOSE,2.886853969764046e-06
1892,PEWEE,2.8821351745464157e-06
1893,MUSOS,2.881713302770118e-06
1894,LAVAS,2.8812277306506188e-06
1895,RUNGS,2.8781462188142458e-06
1896,LAMPS,2.8773644593571744e-06
1897,BUCKS,2.8746791465580708e-06
1898,WASPS,2.872538286161339e-06
1899,SLEEK,2.8708313177852835e-06
1900,FOLKY,2.869768331447628e-06
1901,LYRES,2.863616802644903e-06
1902,HOPER,2.8627763400564976e-06
1903,CRIBS,2.856555678100555e-06
1904,TERSE,2.847850431068144e-06
1905,RAMPS,2.84551171626466e-06
1906,APSES,2.8389678885025555e-06
1907,DELAY,2.836606481878329e-06
1908,DYNES,2.836587908372512e-06
1909,TEMPS,2.8331816221643315e-06
1910,WHEEE,2.8317289085788206e-06
1911,MIDIS,2.8255952299570007e-06
1912,WHOAS,2.825462032638026e-06
1913,FUNNY,2.8235981000676786e-06
1914,PAYEE,2.817968899788425e-06
1915,GOODY,2.817654753788464e-06
1916,BAKER,2.8131548692838934e-06
1917,TOWED,2.8070466607423154e-06
1918,DRILY,2.8062808998134777e-06
1919,WOOFS,2.801811178670979e-06
1920,SOUTH,2.799314732768379e-06
1921,HORSY,2.7925846947924213e-06
1922,RUPEE,2.792028103995719e-06
1923,DUSKS,2.7893298764056323e-06
1924,ROMPS,2.787377605932371e-06
1925,BOOST,2.784356286258206e-06
1926,LIMOS,2.7833781306814414e-06
1927,CLONE,2.7819319772926912e-06
1928,HOARD,2.7806883275945587e-06
1929,RICED,2.775140755678514e-06
1930,FARCE,2.7732028376580743e-06
1931,SEEST,2.7730029391286064e-06
1932,FALSE,2.772257585563033e-06
1933,HACKS,2.769779676036302e-06
1934,BEGET,2.7681208560116307e-06
1935,SHORE,2.7674104437926533e-06
1936,FIERY,2.767309457958252e-06
1937,LEAKY,2.76272855988429e-06
1938,DREGS,2.7616503007441954e-06
1939,FUMER,2.7612078527958324e-06
1940,GREPS,2.7590266925952863e-06
1941,AIDER,2.758742810125847e-06
1942,SLIDE,2.7561695174149198e-06
1943,RUNTY,2.7556926222480822e-06
1944,WHIRS,2.7545826735218964e-06
1945,COUNT,2.7545261122340783e-06
1946,DITTY,2.7523543766510916e-06
1947,PREEN,2.7521921773502337e-06
1948,PALMY,2.75120638468687e-06
1949,GOLFS,2.7484926753796108e-06
1950,VALET,2.7471586250058745e-06
1951,MOVED,2.7468651892381244e-06
1952,LAIRD,2.745254438247856e-06
1953,MANSE,2.7452054707586994e-06
1954,BADLY,2.7424764361525172e-06
1955,LARDY,2.7419888550817527e-06
1956,BLARE,2.7419654557159473e-06
1957,PAWER,2.7370376130470965e-06
1958,TIGER,2.736542177126049e-06
1959,STEER,2.728182007161842e-06
1960,LAGER,2.7255331988440064e-06
1961,RHEAS,2.724172270774933e-06
1962,BRAKE,2.7225063460302214e-06
1963,DIDOS,2.7204266769940012e-06
1964,PINKY,2.719291979877559e-06
1965,SHADY,2.7188363515628957e-06
1966,FLOGS,2.7178652963404706e-06
1967,KOOKS,2.717388183945235e-06
1968,FORCE,2.7165460054908663e-06
1969,DANDY,2.716107973676242e-06
1970,SPEED,2.715969263210891e-06
1971,PAUSE,2.7146033275996444e-06
1972,BUTTE,2.7142460928578433e-06
1973,PATSY,2.7140931597124803e-06
1974,HOCKS,2.7131927794291085e-06
1975,SHAKE,2.7116158783936075e-06
1976,PUTTY,2.7105502239950197e-06
1977,RAFTS,2.7013745028272714e-06
1978,CURSE,2.696369025160264e-06
1979,DEGAS,2.6956226762678815e-06
1980,SOFTY,2.6949273473162033e-06
1981,BYTES,2.6908765853402794e-06
1982,HOOKY,2.690489216661284e-06
1983,BUSTY,2.6868755440223022e-06
1984,LORDY,2.6859697279349213e-06
1985,POWER,2.6811196403074244e-06
1986,GOWNS,2.6796386836149463e-06
1987,SEXED,2.677161918351923e-06
1988,LOFTS,2.6758066066141056e-06
1989,NORMS,2.6754209361069646e-06
1990,FANCY,2.6753250904466127e-06
1991,TULLE,2.673082452758958e-06
1992,MUSKS,2.672734093790606e-06
1993,TURFS,2.6580490425517107e-06
1994,LAWNS,2.657087754334616e-06
1995,SLIMY,2.6565130912590647e-06
1996,SLICE,2.6550256819134546e-06
1997,MAVIS,2.654258403818733e-06
1998,TANGY,2.651127780553984e-06
1999,POKED,2.6464611646273348e-06
2000,LOBED,2.6424998525789576e-06
2001,ROGER,2.6402947245620223e-06
2002,WHENS,2.6388957117769592e-06
2003,LANKY,2.638187828409416e-06
2004,GUILE,2.63782930898354e-06
2005,BOSSY,2.635422628154863e-06
2006,BUMPS,2.633708099830131e-06
2007,YESES,2.6328863878662183e-06
2008,GLUED,2.6288655536921934e-06
2009,FURRY,2.627163024358433e-06
2010,STAGS,2.621239582188604e-06
2011,BRANT,2.616588732194623e-06
2012,LEASE,2.6143298848027857e-06
2013,EATER,2.613455603871765e-06
2014,ROBED,2.6132470866832495e-06
2015,MEANT,2.6124445248946073e-06
2016,TOWER,2.611660582268372e-06
2017,DICKS,2.6081936182724886e-06
2018,BLABS,2.596074162778044e-06
2019,DEWEY,2.5953271481857316e-06
2020,BRUTE,2.5909504838243328e-06
2021,HASTY,2.588829185609295e-06
2022,BOOTH,2.5828425628169507e-06
2023,RICER,2.581975505863304e-06
2024,COLOR,2.58160706123104e-06
2025,SHUTE,2.5805862610068906e-06
2026,DEALT,2.57808220818767e-06
2027,TOKED,2.577899994559269e-06
2028,SEETH,2.572310897619688e-06
2029,MONAD,2.5694322061822413e-06
2030,PUCKS,2.5685790522486466e-06
2031,KEENS,2.565094782956629e-06
2032,DECKS,2.5578124636847587e-06
2033,KILNS,2.5563232200013997e-06
2034,CURDY,2.5562738618022003e-06
2035,MOVER,2.5556680762981155e-06
2036,LAVED,2.5500866871116055e-06
2037,GLOMS,2.547124616274485e-06
2038,GOOPY,2.5333042740483436e-06
2039,HOKEY,2.52825279925012e-06
2040,FULLY,2.526715297179228e-06
2041,GARDE,2.525782314945184e-06
2042,FETUS,2.5222613545583914e-06
2043,RAVED,2.521856945187861e-06
2044,BEAST,2.521508162637783e-06
2045,NOTED,2.516956732276544e-06
2046,VIERS,2.5161355905725672e-06
2047,VINED,2.515027587022891e-06
2048,CUBED,2.5149029911655892e-06
2049,SABRE,2.511607904829659e-06
2050,LOGOS,2.505786340602034e-06
2051,SHARD,2.5057855068794823e-06
2052,CIVET,2.5026244078914104e-06
2053,TUCKS,2.502035553485728e-06
2054,MICKS,2.4991694477337672e-06
2055,HORSE,2.498628411130061e-06
2056,LEVEE,2.4983635008076428e-06
2057,LOVED,2.4979881418910458e-06
2058,DAUBS,2.4978315554683184e-06
2059,RIDER,2.49778065241124e-06
2060,GIANT,2.4940556798143466e-06
2061,FISTY,2.4926696779996745e-06
2062,BOSKY,2.4918587495783338e-06
2063,DRONE,2.4906721293670475e-06
2064,CAMEO,2.4889331626503458e-06
2065,EASED,2.487950147725732e-06
2066,NULLS,2.4870707076107756e-06
2067,BIOME,2.4869135291684915e-06
2068,AERIE,2.477457763859927e-06
2069,GUNNY,2.4773077670405105e-06
2070,TAROT,2.4751976981890615e-06
2071,BLAND,2.47313540257869e-06
2072,BUILT,2.4712220362827634e-06
2073,DULLY,2.4710957780589307e-06
2074,LISPS,2.4707703746697015e-06
2075,SPICS,2.470735663992403e-06
2076,ROVED,2.4703351366302593e-06
2077,BULBS,2.4696317627837857e-06
2078,VEERS,2.4675326742613586e-06
2079,GIGAS,2.465891956809857e-06
2080,WAGED,2.464619782499497e-06
2081,SHALT,2.4643381154401913e-06
